"","nom_mun","att_neigh.bin","att_party.bin","att_ngo.bin","att_union.bin","victim","tenure","age","women","edu","neighsec","vote","rural","party","partypri","partyprd","kinship","state"
"229","Las Margaritas",0,0,0,0,"Not a victim",5,54,0,2,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.666666666666667,"Chiapas"
"230","Las Margaritas",0,0,0,0,"Not a victim",5,22,0,4,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.738095238095238,"Chiapas"
"231","Jilotepec",1,1,1,1,"Not a victim",5,56,1,3,"Improved a lot/somewhat or same",1,1,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.523809523809524,"Mexico"
"232","Jilotepec",1,1,1,1,"Not a victim",5,19,0,4,"Improved a lot/somewhat or same",2,1,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.333333333333333,"Mexico"
"233","Jilotepec",1,1,1,1,"Not a victim",5,38,1,4,"Worsened a lot/somewhat",2,1,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.547619047619048,"Mexico"
"234","Jilotepec",1,1,1,1,"Not a victim",5,64,0,4,"Improved a lot/somewhat or same",2,1,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.333333333333333,"Mexico"
"235","Jilotepec",1,1,1,1,"Not a victim",5,56,1,3,"Improved a lot/somewhat or same",3,1,"R identifies with PAN","R does not identify with PRI","R does not identify with PRD",0.523809523809524,"Mexico"
"236","Jilotepec",1,1,1,1,"Not a victim",5,49,0,3,"Worsened a lot/somewhat",3,1,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.5,"Mexico"
"237","Jilotepec",1,1,1,1,"Not a victim",5,69,1,3,"Improved a lot/somewhat or same",3,1,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.30952380952381,"Mexico"
"238","Jilotepec",1,1,1,1,"Not a victim",5,38,0,3,"Worsened a lot/somewhat",1,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.5,"Mexico"
"239","Jilotepec",1,1,1,1,"Not a victim",5,59,1,3,"Improved a lot/somewhat or same",2,1,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.357142857142857,"Mexico"
"240","Jilotepec",1,1,NA,1,"Not a victim",5,22,0,4,"Improved a lot/somewhat or same",2,1,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.595238095238095,"Mexico"
"241","Morelos",0,0,0,0,"Not a victim",3,39,1,4,"Worsened a lot/somewhat",3,1,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.523809523809524,"Mexico"
"242","Morelos",0,0,0,0,"Not a victim",5,51,1,3,"Worsened a lot/somewhat",3,1,"R identifies with PAN","R does not identify with PRI","R does not identify with PRD",0.583333333333333,"Mexico"
"243","Morelos",0,0,0,0,"Not a victim",4,29,0,4,"Worsened a lot/somewhat",4,1,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.633333333333333,"Mexico"
"244","Morelos",0,0,0,0,"Not a victim",5,22,1,4,"Worsened a lot/somewhat",3,1,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.8,"Mexico"
"245","Morelos",0,0,0,0,"Not a victim",4,24,0,4,"Worsened a lot/somewhat",2,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.555555555555556,"Mexico"
"246","Morelos",0,0,0,0,"Not a victim",4,62,0,3,"Improved a lot/somewhat or same",3,1,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.833333333333333,"Mexico"
"247","Morelos",0,0,0,0,"Not a victim",3,48,1,4,"Worsened a lot/somewhat",4,1,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.833333333333333,"Mexico"
"248","Morelos",0,0,0,0,"Not a victim",4,20,0,3,"Worsened a lot/somewhat",3,1,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.555555555555556,"Mexico"
"249","Morelos",0,0,0,0,"Not a victim",3,36,0,3,"Worsened a lot/somewhat",3,1,"R identifies with PAN","R does not identify with PRI","R does not identify with PRD",0.833333333333333,"Mexico"
"250","Morelos",0,0,0,0,"Not a victim",4,50,1,2,"Worsened a lot/somewhat",3,1,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.633333333333333,"Mexico"
"251","Rayon",0,0,0,0,"Not a victim",5,59,0,2,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.166666666666667,"San Luis Potosi"
"252","Rayon",0,0,0,0,"Not a victim",5,70,0,2,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.166666666666667,"San Luis Potosi"
"253","Rayon",0,0,0,0,"Not a victim",2,52,0,2,"Worsened a lot/somewhat",4,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.261904761904762,"San Luis Potosi"
"254","Rayon",0,0,0,0,"Not a victim",4,29,0,2,"Worsened a lot/somewhat",4,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.357142857142857,"San Luis Potosi"
"255","Rayon",0,0,0,0,"Not a victim",5,49,1,2,"Worsened a lot/somewhat",4,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.238095238095238,"San Luis Potosi"
"256","Rayon",0,0,0,0,"Not a victim",5,66,1,2,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.166666666666667,"San Luis Potosi"
"257","Rayon",0,0,0,0,"Not a victim",5,47,0,2,"Worsened a lot/somewhat",4,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.238095238095238,"San Luis Potosi"
"258","Rayon",1,1,0,0,"Victim",5,39,1,4,"Worsened a lot/somewhat",4,1,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.357142857142857,"San Luis Potosi"
"259","Rayon",0,1,0,0,"Not a victim",3,19,0,4,"Worsened a lot/somewhat",4,1,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.476190476190476,"San Luis Potosi"
"260","Rayon",0,0,0,0,"Not a victim",4,51,0,2,"Worsened a lot/somewhat",4,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.166666666666667,"San Luis Potosi"
"261","Bacanora",0,0,0,0,"Not a victim",5,45,1,2,"Worsened a lot/somewhat",1,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.458333333333333,"Sonora"
"262","Bacanora",1,0,0,0,"Not a victim",5,38,1,2,"Improved a lot/somewhat or same",3,1,"R identifies with PAN","R does not identify with PRI","R does not identify with PRD",0.476190476190476,"Sonora"
"263","Bacanora",0,0,0,0,"Not a victim",5,58,1,2,"Worsened a lot/somewhat",3,1,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.566666666666667,"Sonora"
"264","Bacanora",1,0,NA,1,"Not a victim",5,35,0,3,NA,3,1,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.547619047619048,"Sonora"
"265","Bacanora",1,0,0,0,"Not a victim",5,22,0,3,NA,3,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.452380952380952,"Sonora"
"266","Bacanora",0,0,0,0,"Victim",5,32,0,3,"Worsened a lot/somewhat",2,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.452380952380952,"Sonora"
"267","Bacanora",1,0,0,0,"Not a victim",5,54,1,2,NA,3,1,"R identifies with PAN","R does not identify with PRI","R does not identify with PRD",0.458333333333333,"Sonora"
"268","Bacanora",0,0,0,0,"Victim",3,42,0,3,"Worsened a lot/somewhat",3,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.380952380952381,"Sonora"
"269","Bacanora",1,0,0,0,"Not a victim",5,71,1,2,"Worsened a lot/somewhat",3,1,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.458333333333333,"Sonora"
"270","Bacanora",0,0,NA,1,"Not a victim",5,28,1,4,"Worsened a lot/somewhat",3,1,"R identifies with PAN","R does not identify with PRI","R does not identify with PRD",0.547619047619048,"Sonora"
"271","Yajalon",1,0,0,0,"Not a victim",3,34,0,2,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.523809523809524,"Chiapas"
"272","Yajalon",0,0,0,0,"Not a victim",5,18,1,4,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.523809523809524,"Chiapas"
"273","Yajalon",1,0,0,0,"Not a victim",3,32,1,4,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.404761904761905,"Chiapas"
"274","Yajalon",1,0,0,0,"Not a victim",4,18,0,3,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.404761904761905,"Chiapas"
"275","Yajalon",0,0,0,0,"Not a victim",4,48,0,3,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.785714285714286,"Chiapas"
"276","Yajalon",0,0,0,0,"Not a victim",5,44,0,3,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.547619047619048,"Chiapas"
"277","Yajalon",0,0,0,0,"Not a victim",5,33,1,3,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.785714285714286,"Chiapas"
"278","Yajalon",0,0,0,0,"Not a victim",5,18,0,4,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.738095238095238,"Chiapas"
"279","Yajalon",1,0,0,0,"Not a victim",3,52,0,4,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.619047619047619,"Chiapas"
"280","Yajalon",1,0,0,0,"Not a victim",4,52,1,2,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.69047619047619,"Chiapas"
"281","Valle de Bravo",0,0,0,0,"Not a victim",5,32,1,3,"Worsened a lot/somewhat",3,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.547619047619048,"Mexico"
"282","Valle de Bravo",0,0,0,0,"Not a victim",5,18,1,2,"Improved a lot/somewhat or same",1,1,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.5,"Mexico"
"283","Valle de Bravo",0,0,0,0,"Not a victim",5,44,1,2,"Improved a lot/somewhat or same",4,1,"R identifies with PAN","R does not identify with PRI","R does not identify with PRD",0.428571428571429,"Mexico"
"284","Valle de Bravo",0,0,0,0,"Not a victim",5,27,0,2,"Worsened a lot/somewhat",2,1,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.547619047619048,"Mexico"
"285","Valle de Bravo",0,0,0,0,"Not a victim",5,33,1,3,"Improved a lot/somewhat or same",2,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.80952380952381,"Mexico"
"286","Valle de Bravo",0,0,0,0,"Victim",5,47,0,5,"Worsened a lot/somewhat",4,1,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.5,"Mexico"
"287","Valle de Bravo",0,0,0,0,"Not a victim",5,19,1,3,"Improved a lot/somewhat or same",3,1,"R identifies with PAN","R does not identify with PRI","R does not identify with PRD",0.666666666666667,"Mexico"
"288","Valle de Bravo",0,0,0,0,"Not a victim",5,24,1,4,"Worsened a lot/somewhat",3,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.642857142857143,"Mexico"
"289","Valle de Bravo",0,0,0,0,"Not a victim",5,80,1,1,"Worsened a lot/somewhat",4,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.285714285714286,"Mexico"
"290","Valle de Bravo",0,0,0,0,"Not a victim",5,63,1,1,"Worsened a lot/somewhat",2,1,"R identifies with PAN","R does not identify with PRI","R does not identify with PRD",0.30952380952381,"Mexico"
"291","Tierra Nueva",1,0,0,0,"Not a victim",5,47,1,3,"Worsened a lot/somewhat",4,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.285714285714286,"San Luis Potosi"
"292","Tierra Nueva",0,0,0,0,"Not a victim",5,19,0,4,"Improved a lot/somewhat or same",2,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.523809523809524,"San Luis Potosi"
"293","Tierra Nueva",0,0,0,0,"Not a victim",5,72,0,2,"Worsened a lot/somewhat",3,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.166666666666667,"San Luis Potosi"
"294","Tierra Nueva",1,0,0,0,"Not a victim",4,29,1,5,"Worsened a lot/somewhat",4,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.761904761904762,"San Luis Potosi"
"295","Tierra Nueva",0,0,0,0,"Victim",4,25,0,5,"Improved a lot/somewhat or same",3,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.523809523809524,"San Luis Potosi"
"296","Tierra Nueva",1,0,0,0,"Not a victim",5,38,0,3,"Worsened a lot/somewhat",4,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.476190476190476,"San Luis Potosi"
"297","Tierra Nueva",0,0,0,0,"Not a victim",1,71,1,2,"Worsened a lot/somewhat",3,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.166666666666667,"San Luis Potosi"
"298","Tierra Nueva",0,0,0,0,"Not a victim",4,18,1,4,"Worsened a lot/somewhat",NA,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.523809523809524,"San Luis Potosi"
"299","Tierra Nueva",1,0,0,0,"Not a victim",5,52,0,3,"Worsened a lot/somewhat",4,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.166666666666667,"San Luis Potosi"
"300","Tierra Nueva",1,0,0,0,"Not a victim",4,40,1,4,"Worsened a lot/somewhat",4,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.404761904761905,"San Luis Potosi"
"301","Nacajuca",0,0,0,0,"Not a victim",5,71,1,2,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.404761904761905,"Tabasco"
"302","Nacajuca",0,0,0,0,"Not a victim",1,37,1,2,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.571428571428571,"Tabasco"
"303","Nacajuca",0,0,0,0,"Not a victim",5,58,1,2,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.404761904761905,"Tabasco"
"304","Nacajuca",0,0,0,0,"Victim",5,30,0,4,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.571428571428571,"Tabasco"
"305","Nacajuca",0,0,0,0,"Not a victim",5,68,0,2,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.666666666666667,"Tabasco"
"306","Nacajuca",0,0,0,0,"Victim",5,76,0,2,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.428571428571429,"Tabasco"
"307","Nacajuca",0,0,0,0,"Not a victim",2,27,0,4,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.523809523809524,"Tabasco"
"308","Nacajuca",0,0,0,0,"Not a victim",5,48,1,3,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.523809523809524,"Tabasco"
"309","Nacajuca",0,0,0,0,"Not a victim",5,60,1,2,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.476190476190476,"Tabasco"
"310","Nacajuca",0,0,0,0,"Not a victim",5,43,1,3,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.595238095238095,"Tabasco"
"311","Jonuta",0,0,0,0,"Not a victim",4,40,1,2,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.357142857142857,"Tabasco"
"312","Jonuta",1,0,0,0,"Not a victim",4,69,0,2,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.238095238095238,"Tabasco"
"313","Jonuta",0,0,0,0,"Not a victim",5,22,0,2,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.571428571428571,"Tabasco"
"314","Jonuta",0,0,0,0,"Not a victim",3,20,0,4,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.523809523809524,"Tabasco"
"315","Jonuta",1,0,0,0,"Not a victim",NA,70,1,2,"Improved a lot/somewhat or same",NA,1,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.238095238095238,"Tabasco"
"316","Jonuta",1,0,0,0,"Not a victim",4,40,0,2,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.285714285714286,"Tabasco"
"317","Jonuta",1,0,0,0,"Not a victim",2,20,1,3,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.476190476190476,"Tabasco"
"318","Jonuta",0,0,0,0,"Not a victim",4,25,1,1,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.523809523809524,"Tabasco"
"319","Jonuta",0,0,0,0,"Not a victim",3,49,1,2,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.523809523809524,"Tabasco"
"320","Jonuta",1,0,0,0,"Not a victim",4,48,1,2,"Improved a lot/somewhat or same",NA,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.523809523809524,"Tabasco"
"321","Sultepec",0,0,0,0,"Not a victim",5,37,1,3,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.452380952380952,"Mexico"
"322","Sultepec",0,0,0,0,"Not a victim",5,58,1,2,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.595238095238095,"Mexico"
"323","Sultepec",1,0,0,0,"Not a victim",5,30,1,3,"Improved a lot/somewhat or same",3,1,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.285714285714286,"Mexico"
"324","Sultepec",0,0,0,0,"Not a victim",5,32,1,5,"Improved a lot/somewhat or same",4,1,"R identifies with PAN","R does not identify with PRI","R does not identify with PRD",0.571428571428571,"Mexico"
"325","Sultepec",0,0,0,0,"Victim",5,58,1,2,"Improved a lot/somewhat or same",4,1,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.452380952380952,"Mexico"
"326","Sultepec",0,0,0,0,"Not a victim",5,40,0,3,"Worsened a lot/somewhat",4,1,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.428571428571429,"Mexico"
"327","Sultepec",0,0,0,0,"Not a victim",5,43,1,3,"Worsened a lot/somewhat",1,1,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.452380952380952,"Mexico"
"328","Sultepec",0,0,0,0,"Not a victim",5,21,0,3,"Worsened a lot/somewhat",3,1,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.5,"Mexico"
"329","Sultepec",0,0,0,0,"Not a victim",5,41,0,3,"Worsened a lot/somewhat",3,1,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.428571428571429,"Mexico"
"330","Sultepec",0,0,0,0,"Not a victim",5,40,1,2,"Worsened a lot/somewhat",4,1,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.452380952380952,"Mexico"
"331","Soledad de Graciano Sanchez",0,0,0,0,"Not a victim",5,70,0,3,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.166666666666667,"San Luis Potosi"
"332","Soledad de Graciano Sanchez",0,0,0,0,"Not a victim",4,31,0,3,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.380952380952381,"San Luis Potosi"
"333","Soledad de Graciano Sanchez",0,0,0,0,"Not a victim",4,51,1,4,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.166666666666667,"San Luis Potosi"
"334","Soledad de Graciano Sanchez",0,0,0,0,"Not a victim",4,19,0,4,"Improved a lot/somewhat or same",NA,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.30952380952381,"San Luis Potosi"
"335","Soledad de Graciano Sanchez",0,0,0,0,"Not a victim",5,27,0,3,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.357142857142857,"San Luis Potosi"
"336","Soledad de Graciano Sanchez",0,0,0,0,"Not a victim",5,77,0,4,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.285714285714286,"San Luis Potosi"
"337","Soledad de Graciano Sanchez",0,0,0,0,"Not a victim",4,51,1,2,"Improved a lot/somewhat or same",3,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.238095238095238,"San Luis Potosi"
"338","Soledad de Graciano Sanchez",0,0,0,0,"Not a victim",4,47,0,4,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.166666666666667,"San Luis Potosi"
"339","Soledad de Graciano Sanchez",0,0,0,0,"Not a victim",4,21,1,3,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.261904761904762,"San Luis Potosi"
"340","Soledad de Graciano Sanchez",0,0,0,0,"Not a victim",5,69,1,3,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.166666666666667,"San Luis Potosi"
"341","Ecatepec de Morelos",0,0,0,0,"Not a victim",5,49,1,3,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.523809523809524,"Mexico"
"342","Ecatepec de Morelos",0,0,0,0,"Not a victim",3,21,1,4,"Worsened a lot/somewhat",3,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.666666666666667,"Mexico"
"343","Ecatepec de Morelos",0,0,0,0,"Not a victim",5,23,0,3,"Worsened a lot/somewhat",3,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.75,"Mexico"
"344","Ecatepec de Morelos",0,0,0,0,"Not a victim",3,50,0,4,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.833333333333333,"Mexico"
"345","Ecatepec de Morelos",0,0,0,0,"Not a victim",4,50,0,4,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.833333333333333,"Mexico"
"346","Ecatepec de Morelos",0,0,0,0,"Victim",4,40,0,3,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.9,"Mexico"
"347","Ecatepec de Morelos",0,0,0,0,"Not a victim",5,22,1,3,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.733333333333333,"Mexico"
"348","Ecatepec de Morelos",1,0,0,0,"Not a victim",3,26,1,3,"Worsened a lot/somewhat",3,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.571428571428571,"Mexico"
"349","Ecatepec de Morelos",0,0,0,0,"Not a victim",4,49,0,3,"Worsened a lot/somewhat",3,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.5,"Mexico"
"350","Ecatepec de Morelos",0,0,0,0,"Not a victim",5,65,0,4,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.666666666666667,"Mexico"
"351","Venustiano Carranza",0,0,0,0,"Victim",4,40,0,5,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.476190476190476,"Distrito Federal"
"352","Venustiano Carranza",0,0,0,0,"Not a victim",3,46,0,2,"Improved a lot/somewhat or same",3,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.380952380952381,"Distrito Federal"
"353","Venustiano Carranza",0,0,0,0,"Victim",5,33,0,4,"Improved a lot/somewhat or same",3,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.619047619047619,"Distrito Federal"
"354","Venustiano Carranza",0,0,0,0,"Victim",5,18,0,4,"Worsened a lot/somewhat",1,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.738095238095238,"Distrito Federal"
"355","Venustiano Carranza",NA,NA,NA,NA,"Victim",2,30,1,5,"Worsened a lot/somewhat",2,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.75,"Distrito Federal"
"356","Venustiano Carranza",0,0,0,0,"Not a victim",5,47,1,5,"Improved a lot/somewhat or same",4,0,NA,NA,NA,0.666666666666667,"Distrito Federal"
"357","Venustiano Carranza",0,0,0,0,"Not a victim",5,55,1,2,"Worsened a lot/somewhat",1,0,"R identifies with PAN","R does not identify with PRI","R does not identify with PRD",0.738095238095238,"Distrito Federal"
"358","Venustiano Carranza",1,0,0,0,"Not a victim",2,23,0,5,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.861111111111111,"Distrito Federal"
"359","Venustiano Carranza",0,0,0,0,"Not a victim",5,49,0,5,"Worsened a lot/somewhat",3,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.7,"Distrito Federal"
"360","Venustiano Carranza",0,0,0,0,"Victim",5,50,0,4,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.404761904761905,"Distrito Federal"
"361","Solidaridad",0,0,1,1,"Victim",5,22,1,3,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.761904761904762,"Quintana Roo"
"362","Solidaridad",0,0,0,0,"Victim",5,50,1,3,"Improved a lot/somewhat or same",3,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.375,"Quintana Roo"
"363","Solidaridad",1,0,0,0,"Not a victim",4,18,1,4,"Improved a lot/somewhat or same",3,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.777777777777778,"Quintana Roo"
"364","Solidaridad",1,1,1,1,"Victim",4,22,0,4,"Improved a lot/somewhat or same",3,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.916666666666667,"Quintana Roo"
"365","Solidaridad",1,0,0,0,"Victim",5,31,1,3,NA,3,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.69047619047619,"Quintana Roo"
"366","Solidaridad",1,1,1,0,"Not a victim",4,56,0,3,"Worsened a lot/somewhat",3,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.416666666666667,"Quintana Roo"
"367","Solidaridad",1,0,0,0,"Not a victim",5,48,0,3,"Worsened a lot/somewhat",3,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.5,"Quintana Roo"
"368","Solidaridad",1,1,1,1,"Victim",4,19,0,4,"Worsened a lot/somewhat",3,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.805555555555556,"Quintana Roo"
"369","Solidaridad",1,1,1,0,"Victim",5,38,0,4,"Improved a lot/somewhat or same",3,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.533333333333333,"Quintana Roo"
